"","pct","pollster","state","end_date","pollscore","party","methodology","sample_size"
"599",57,"RMG Research","Montana",2024-08-14,-0.4,"REP","Online Panel",540
"600",44,"YouGov","National",2024-08-13,-1.1,"REP","Online Panel",1407
"601",45,"Ipsos","National",2024-08-13,-0.9,"REP","Probability Panel",2336
"602",45,"Ipsos","National",2024-08-13,-0.9,"REP","Probability Panel",1975
"603",45,"Ipsos","National",2024-08-13,-0.9,"REP","Probability Panel",1505
"604",44,"Ipsos","National",2024-08-13,-0.9,"REP","Probability Panel",2336
"605",44,"Ipsos","National",2024-08-13,-0.9,"REP","Probability Panel",1975
"606",45,"Beacon/Shaw","National",2024-08-12,-1.1,"REP","Live Phone",1105
"607",50,"Beacon/Shaw","National",2024-08-12,-1.1,"REP","Live Phone",1105
"608",45,"Quinnipiac","Pennsylvania",2024-08-12,-0.5,"REP","Live Phone",1738
"609",47,"Quinnipiac","Pennsylvania",2024-08-12,-0.5,"REP","Live Phone",1738
"610",46.8,"Suffolk","Florida",2024-08-11,-1,"REP","Live Phone",500
"611",45,"Pew","National",2024-08-11,-0.4,"REP","Probability Panel",7569
"612",43,"Franklin and Marshall College","Pennsylvania",2024-08-11,-0.1,"REP","Mail-to-Web/Mail-to-Phone",920
"613",46,"Siena/NYT","Pennsylvania",2024-08-09,-1.5,"REP","Live Phone",693
"614",46,"Siena/NYT","Pennsylvania",2024-08-09,-1.5,"REP","Live Phone",693
"615",43,"Siena/NYT","Pennsylvania",2024-08-09,-1.5,"REP","Live Phone",693
"616",44,"Siena/NYT","Pennsylvania",2024-08-09,-1.5,"REP","Live Phone",693
"617",46,"YouGov Blue","North Carolina",2024-08-09,-1.1,"REP","Online Panel",802
"618",48,"Siena/NYT","Michigan",2024-08-08,-1.5,"REP","Live Phone",619
"619",46,"Siena/NYT","Michigan",2024-08-08,-1.5,"REP","Live Phone",619
"620",43,"Siena/NYT","Michigan",2024-08-08,-1.5,"REP","Live Phone",619
"621",43,"Siena/NYT","Michigan",2024-08-08,-1.5,"REP","Live Phone",619
"622",46,"Siena/NYT","Wisconsin",2024-08-08,-1.5,"REP","Live Phone",661
"623",46,"Siena/NYT","Wisconsin",2024-08-08,-1.5,"REP","Live Phone",661
"624",42,"Siena/NYT","Wisconsin",2024-08-08,-1.5,"REP","Live Phone",661
"625",43,"Siena/NYT","Wisconsin",2024-08-08,-1.5,"REP","Live Phone",661
"626",46,"RMG Research","National",2024-08-07,-0.4,"REP","Online Panel",2000
"627",37,"Ipsos","National",2024-08-07,-0.9,"REP","Probability Panel",1342
"628",47,"Ipsos","National",2024-08-07,-0.9,"REP","Probability Panel",1342
"629",57.5,"Emerson","Montana",2024-08-06,-1.1,"REP","Online Panel/Text-to-Web",1000
"630",53.5,"Emerson","Montana",2024-08-06,-1.1,"REP","Online Panel/Text-to-Web",1000
"631",43,"YouGov","National",2024-08-06,-1.1,"REP","Online Panel",1413
"632",45,"SurveyUSA","National",2024-08-05,-1.3,"REP","Online Panel",1510
"633",48,"Marist","National",2024-08-04,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1513
"634",45,"Marist","National",2024-08-04,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1513
"635",48,"Hart/POS","National",2024-08-04,-0.7,"REP","Live Phone",1001
"636",49,"YouGov","National",2024-08-02,-1.1,"REP","Online Panel",3092
"637",47,"YouGov","National",2024-08-02,-1.1,"REP","Online Panel",3092
"638",43,"UMass Amherst/YouGov","National",2024-08-01,-0.4,"REP","Online Panel",1000
"639",39,"Siena","New York",2024-08-01,-0.8,"REP","Live Phone",1199
"640",37,"Siena","New York",2024-08-01,-0.8,"REP","Live Phone",1199
"641",50,"Marquette Law School","Wisconsin",2024-08-01,-1.1,"REP","Live Phone/Email",877
"642",49,"Marquette Law School","Wisconsin",2024-08-01,-1.1,"REP","Live Phone/Email",801
"643",43,"Marquette Law School","Wisconsin",2024-08-01,-1.1,"REP","Live Phone/Email",877
"644",45,"Marquette Law School","Wisconsin",2024-08-01,-1.1,"REP","Live Phone/Email",801
"645",48,"Marquette Law School","National",2024-08-01,-1.1,"REP","Probability Panel",879
"646",47,"Marquette Law School","National",2024-08-01,-1.1,"REP","Probability Panel",683
"647",41,"Marquette Law School","National",2024-08-01,-1.1,"REP","Probability Panel",879
"648",42,"Marquette Law School","National",2024-08-01,-1.1,"REP","Probability Panel",683
"649",44,"YouGov","National",2024-07-30,-1.1,"REP","Online Panel",1434
"650",45,"Civiqs","National",2024-07-30,-0.2,"REP","Online Panel",1123
"651",46,"GQR","Pennsylvania",2024-07-30,0.1,"REP","Live Phone",500
"652",42,"Ipsos","National",2024-07-28,-0.9,"REP","Probability Panel",876
"653",47.6,"Emerson","New Hampshire",2024-07-28,-1.1,"REP","Online Panel/Text-to-Web",1000
"654",41.4,"Emerson","New Hampshire",2024-07-28,-1.1,"REP","Online Panel/Text-to-Web",1000
"655",41,"Leger","National",2024-07-28,0,"REP","Online Panel",786
"656",49,"U. North Florida","Florida",2024-07-27,-0.6,"REP","Live Phone/Text-to-Web",774
"657",44,"St. Anselm","New Hampshire",2024-07-25,-0.5,"REP","Online Panel",2083
"658",38,"Ipsos","National",2024-07-25,-0.9,"REP","Probability Panel",1238
"659",40,"U. New Hampshire","Maine",2024-07-25,-0.3,"REP","Online Panel/Text-to-Web",1445
"660",45,"U. New Hampshire","Maine",2024-07-25,-0.3,"REP","Online Panel/Text-to-Web",1445
"661",43,"U. New Hampshire","New Hampshire",2024-07-25,-0.3,"REP","Online Panel/Text-to-Web",2875
"662",46,"U. New Hampshire","New Hampshire",2024-07-25,-0.3,"REP","Online Panel/Text-to-Web",2875
"663",40,"SurveyUSA","Minnesota",2024-07-25,-1.3,"REP","Online Panel",656
"664",50.1,"AtlasIntel","National",2024-07-25,-0.8,"REP","Online Ad",1980
"665",47.7,"AtlasIntel","National",2024-07-25,-0.8,"REP","Online Ad",1980
"666",42,"Angus Reid","National",2024-07-25,-0.1,"REP","Online Panel",1743
"667",36,"U. New Hampshire","Maine CD-1",2024-07-25,-0.3,"REP","Online Panel/Text-to-Web",732
"668",39,"U. New Hampshire","Maine CD-1",2024-07-25,-0.3,"REP","Online Panel/Text-to-Web",732
"669",44,"U. New Hampshire","Maine CD-2",2024-07-25,-0.3,"REP","Online Panel/Text-to-Web",701
"670",51,"U. New Hampshire","Maine CD-2",2024-07-25,-0.3,"REP","Online Panel/Text-to-Web",701
"671",48,"Siena/NYT","National",2024-07-24,-1.5,"REP","Live Phone",1142
"672",48,"Siena/NYT","National",2024-07-24,-1.5,"REP","Live Phone",1142
"673",42,"Siena/NYT","National",2024-07-24,-1.5,"REP","Live Phone",1142
"674",43,"Siena/NYT","National",2024-07-24,-1.5,"REP","Live Phone",1142
"675",39,"SurveyMonkey","National",2024-07-24,0.2,"REP","Online Panel",5265
"676",46,"Beacon/Shaw","Wisconsin",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1046
"677",50,"Beacon/Shaw","Wisconsin",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1046
"678",50,"Beacon/Shaw","Wisconsin",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1046
"679",49,"Beacon/Shaw","Wisconsin",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1046
"680",43,"Beacon/Shaw","Pennsylvania",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1034
"681",49,"Beacon/Shaw","Pennsylvania",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1034
"682",49,"Beacon/Shaw","Pennsylvania",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1034
"683",44,"Beacon/Shaw","Pennsylvania",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1034
"684",41,"Beacon/Shaw","Minnesota",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1071
"685",46,"Beacon/Shaw","Minnesota",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1071
"686",46,"Beacon/Shaw","Minnesota",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1071
"687",45,"Beacon/Shaw","Minnesota",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1071
"688",45,"Beacon/Shaw","Michigan",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1012
"689",49,"Beacon/Shaw","Michigan",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1012
"690",46,"Beacon/Shaw","Michigan",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1012
"691",48,"Beacon/Shaw","Michigan",2024-07-24,-1.1,"REP","Live Phone/Text-to-Web",1012
"692",39,"Ipsos","National",2024-07-23,-0.9,"REP","Probability Panel",1241
"693",42,"Ipsos","National",2024-07-23,-0.9,"REP","Probability Panel",1018
"694",34,"Ipsos","National",2024-07-23,-0.9,"REP","Probability Panel",1241
"695",38,"Ipsos","National",2024-07-23,-0.9,"REP","Probability Panel",1018
"696",52.6,"Emerson","Arizona",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",800
"697",47.5,"Emerson","Arizona",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",800
"698",51.1,"Emerson","Georgia",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",800
"699",45.9,"Emerson","Georgia",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",800
"700",50.9,"Emerson","Michigan",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",800
"701",44.1,"Emerson","Michigan",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",800
"702",49.4,"Emerson","Wisconsin",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",845
"703",44.9,"Emerson","Wisconsin",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",845
"704",51.1,"Emerson","Pennsylvania",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",850
"705",46.1,"Emerson","Pennsylvania",2024-07-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",850
"706",46,"YouGov","National",2024-07-23,-1.1,"REP","Online Panel",1155
"707",44,"YouGov","National",2024-07-23,-1.1,"REP","Online Panel",1435
"708",46,"Marist","National",2024-07-22,-0.9,"REP","Online Panel",1117
"709",42,"Marist","National",2024-07-22,-0.9,"REP","Online Panel",1117
"710",43,"YouGov","National",2024-07-22,-1.1,"REP","Online Panel",1178
"711",45,"YouGov","National",2024-07-22,-1.1,"REP","Online Panel",1115
"712",43,"YouGov","National",2024-07-22,-1.1,"REP","Online Panel",1178
"713",46,"YouGov","National",2024-07-22,-1.1,"REP","Online Panel",1178
"714",46,"YouGov","National",2024-07-22,-1.1,"REP","Online Panel",1178
"715",46,"YouGov","National",2024-07-22,-1.1,"REP","Online Panel",1178
"716",46,"YouGov","National",2024-07-22,-1.1,"REP","Online Panel",1178
"717",49,"Echelon Insights","National",2024-07-21,-0.8,"REP","Online Panel",982
"718",48,"Echelon Insights","National",2024-07-21,-0.8,"REP","Online Panel",982
"719",43,"Echelon Insights","National",2024-07-21,-0.8,"REP","Online Panel",982
"720",49,"Echelon Insights","National",2024-07-21,-0.8,"REP","Online Panel",982
"721",48,"Echelon Insights","National",2024-07-21,-0.8,"REP","Online Panel",982
"722",50,"Echelon Insights","National",2024-07-21,-0.8,"REP","Online Panel",982
"723",48,"Quinnipiac","National",2024-07-21,-0.5,"REP","Live Phone",1257
"724",44,"Quinnipiac","National",2024-07-21,-0.5,"REP","Live Phone",1257
"725",49,"Quinnipiac","National",2024-07-21,-0.5,"REP","Live Phone",1257
"726",45,"Quinnipiac","National",2024-07-21,-0.5,"REP","Live Phone",1257
"727",52,"YouGov","National",2024-07-18,-1.1,"REP","Online Panel",2241
"728",51,"YouGov","National",2024-07-18,-1.1,"REP","Online Panel",2240
"729",29,"Suffolk","Massachusetts",2024-07-18,-1,"REP","Live Phone",500
"730",48.3,"U. Georgia SPIA","Georgia",2024-07-18,-0.2,"REP","Live Phone",1000
"731",45.4,"U. Georgia SPIA","Georgia",2024-07-18,-0.2,"REP","Live Phone",1000
"732",50.5,"U. Georgia SPIA","Georgia",2024-07-18,-0.2,"REP","Live Phone",1000
"733",38,"DHM Research","Washington",2024-07-17,-0.2,"REP","Online Panel",500
"734",40,"DHM Research","Washington",2024-07-17,-0.2,"REP","Online Panel",500
"735",38,"DHM Research","Washington",2024-07-17,-0.2,"REP","Online Panel",500
"736",38,"DHM Research","Washington",2024-07-17,-0.2,"REP","Online Panel",500
"737",37,"DHM Research","Washington",2024-07-17,-0.2,"REP","Online Panel",500
"738",43,"Ipsos","National",2024-07-16,-0.9,"REP","Probability Panel",992
"739",39,"Ipsos","National",2024-07-16,-0.9,"REP","Probability Panel",1202
"740",36,"Ipsos","National",2024-07-16,-0.9,"REP","Probability Panel",1202
"741",40,"Ipsos","National",2024-07-16,-0.9,"REP","Probability Panel",992
"742",40,"Ipsos","National",2024-07-16,-0.9,"REP","Probability Panel",1202
"743",44,"Ipsos","National",2024-07-16,-0.9,"REP","Probability Panel",992
"744",46.2,"Emerson","National",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",2000
"745",43.8,"Emerson","National",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",2000
"746",46.9,"Emerson","Arizona",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"747",45.6,"Emerson","Arizona",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"748",47.3,"Emerson","Georgia",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"749",43.7,"Emerson","Georgia",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"750",45.1,"Emerson","Michigan",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"751",42.6,"Emerson","Michigan",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"752",45.6,"Emerson","Nevada",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"753",42.9,"Emerson","Nevada",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"754",47.7,"Emerson","North Carolina",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"755",47,"Emerson","North Carolina",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"756",47.6,"Emerson","Pennsylvania",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"757",45.9,"Emerson","Pennsylvania",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"758",47.6,"Emerson","Wisconsin",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"759",45.5,"Emerson","Wisconsin",2024-07-16,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"760",43,"YouGov","National",2024-07-16,-1.1,"REP","Online Panel",1404
"761",44,"YouGov","National",2024-07-16,-1.1,"REP","Online Panel",1404
"762",46,"Civiqs","Pennsylvania",2024-07-16,-0.2,"REP","Online Panel/Online Ad",536
"763",46,"Civiqs","Pennsylvania",2024-07-16,-0.2,"REP","Online Panel/Online Ad",536
"764",47,"Civiqs","Wisconsin",2024-07-16,-0.2,"REP","Online Panel/Online Ad",514
"765",48,"Civiqs","Wisconsin",2024-07-16,-0.2,"REP","Online Panel/Online Ad",514
"766",46,"Civiqs","Michigan",2024-07-16,-0.2,"REP","Online Panel/Online Ad",532
"767",46,"Civiqs","Michigan",2024-07-16,-0.2,"REP","Online Panel/Online Ad",532
"768",50.4,"Emerson","Virginia",2024-07-15,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"769",42.9,"Emerson","Virginia",2024-07-15,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"770",46.7,"Emerson","Virginia",2024-07-15,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"771",44,"SurveyUSA","National",2024-07-15,-1.3,"REP","Online Panel",1098
"772",45,"SurveyUSA","National",2024-07-15,-1.3,"REP","Online Panel",1098
"773",45,"SurveyUSA","National",2024-07-15,-1.3,"REP","Online Panel",1098
"774",46,"SurveyUSA","National",2024-07-15,-1.3,"REP","Online Panel",1098
"775",36,"SurveyUSA","Washington",2024-07-13,-1.3,"REP","Online Panel",708
"776",36,"SurveyUSA","Washington",2024-07-13,-1.3,"REP","Online Panel",708
"777",44,"Siena/NYT","Virginia",2024-07-12,-1.5,"REP","Live Phone",661
"778",45,"Siena/NYT","Virginia",2024-07-12,-1.5,"REP","Live Phone",661
"779",36,"Siena/NYT","Virginia",2024-07-12,-1.5,"REP","Live Phone",661
"780",38,"Siena/NYT","Virginia",2024-07-12,-1.5,"REP","Live Phone",661
"781",44,"Siena/NYT","Virginia",2024-07-12,-1.5,"REP","Live Phone",661
"782",44,"Siena/NYT","Virginia",2024-07-12,-1.5,"REP","Live Phone",661
"783",38,"Siena/NYT","Virginia",2024-07-12,-1.5,"REP","Live Phone",661
"784",39,"Siena/NYT","Virginia",2024-07-12,-1.5,"REP","Live Phone",661
"785",48,"Siena/NYT","Pennsylvania",2024-07-11,-1.5,"REP","Live Phone",872
"786",48,"Siena/NYT","Pennsylvania",2024-07-11,-1.5,"REP","Live Phone",872
"787",41,"Siena/NYT","Pennsylvania",2024-07-11,-1.5,"REP","Live Phone",872
"788",42,"Siena/NYT","Pennsylvania",2024-07-11,-1.5,"REP","Live Phone",872
"789",48,"Siena/NYT","Pennsylvania",2024-07-11,-1.5,"REP","Live Phone",872
"790",48,"Siena/NYT","Pennsylvania",2024-07-11,-1.5,"REP","Live Phone",872
"791",42,"Siena/NYT","Pennsylvania",2024-07-11,-1.5,"REP","Live Phone",872
"792",43,"Siena/NYT","Pennsylvania",2024-07-11,-1.5,"REP","Live Phone",872
"793",46,"Noble Predictive Insights","National",2024-07-11,-0.4,"REP","Online Panel/Text-to-Web",2295
"794",43,"Noble Predictive Insights","National",2024-07-11,-0.4,"REP","Online Panel/Text-to-Web",2295
"795",48,"Noble Predictive Insights","National",2024-07-11,-0.4,"REP","Online Panel/Text-to-Web",2295
"796",45,"Noble Predictive Insights","National",2024-07-11,-0.4,"REP","Online Panel/Text-to-Web",2535
"797",42,"Noble Predictive Insights","National",2024-07-11,-0.4,"REP","Online Panel/Text-to-Web",2535
"798",47,"Noble Predictive Insights","National",2024-07-11,-0.4,"REP","Online Panel/Text-to-Web",2535
"799",48,"Marist","National",2024-07-10,-0.9,"REP","Live Phone/Online Panel",1174
"800",43,"Marist","National",2024-07-10,-0.9,"REP","Live Phone/Online Panel",1174
"801",49,"Marist","National",2024-07-10,-0.9,"REP","Live Phone/Online Panel",1174
"802",49,"Marist","National",2024-07-10,-0.9,"REP","Live Phone/Online Panel",1174
"803",48,"Marist","National",2024-07-10,-0.9,"REP","Live Phone/Online Panel",1174
"804",44,"Beacon/Shaw","National",2024-07-10,-1.1,"REP","Live Phone/Text-to-Web",1210
"805",49,"Beacon/Shaw","National",2024-07-10,-1.1,"REP","Live Phone/Text-to-Web",1210
"806",49,"Beacon/Shaw","National",2024-07-10,-1.1,"REP","Live Phone/Text-to-Web",1210
"807",49,"Beacon/Shaw","National",2024-07-10,-1.1,"REP","Live Phone/Text-to-Web",1210
"808",48,"Beacon/Shaw","National",2024-07-10,-1.1,"REP","Live Phone/Text-to-Web",1210
"809",51.4,"Cygnal","Iowa",2024-07-09,-1.1,"REP","Online Panel/Text-to-Web",600
"810",43,"YouGov","National",2024-07-09,-1.1,"REP","Online Panel",1443
"811",42,"YouGov","National",2024-07-09,-1.1,"REP","Online Panel",1443
"812",45,"Hart/POS","National",2024-07-09,-0.7,"REP","Live Phone",800
"813",40,"Hart/POS","National",2024-07-09,-0.7,"REP","Live Phone",800
"814",47,"Hart/POS","National",2024-07-09,-0.7,"REP","Live Phone",800
"815",46,"Ipsos","National",2024-07-09,-0.9,"REP","Probability Panel",2041
"816",43,"Ipsos","National",2024-07-09,-0.9,"REP","Probability Panel",2041
"817",47,"Ipsos","National",2024-07-09,-0.9,"REP","Probability Panel",2041
"818",50.2,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"819",43.7,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"820",49,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"821",48.3,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"822",47.8,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"823",48.9,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"824",48,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"825",48.3,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"826",46.9,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"827",48.6,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"828",46.3,"Emerson","National",2024-07-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1370
"829",48,"Echelon Insights","Arizona",2024-07-08,-0.8,"REP","Online Panel",601
"830",41,"Echelon Insights","Arizona",2024-07-08,-0.8,"REP","Online Panel",601
"831",49,"Echelon Insights","Georgia",2024-07-08,-0.8,"REP","Online Panel",608
"832",45,"Echelon Insights","Georgia",2024-07-08,-0.8,"REP","Online Panel",608
"833",48,"Echelon Insights","Michigan",2024-07-08,-0.8,"REP","Online Panel",607
"834",43,"Echelon Insights","Michigan",2024-07-08,-0.8,"REP","Online Panel",607
"835",47,"Echelon Insights","North Carolina",2024-07-08,-0.8,"REP","Online Panel",610
"836",43,"Echelon Insights","North Carolina",2024-07-08,-0.8,"REP","Online Panel",610
"837",47,"Echelon Insights","Pennsylvania",2024-07-08,-0.8,"REP","Online Panel",612
"838",42,"Echelon Insights","Pennsylvania",2024-07-08,-0.8,"REP","Online Panel",612
"839",47,"Echelon Insights","Wisconsin",2024-07-08,-0.8,"REP","Online Panel",617
"840",43,"Echelon Insights","Wisconsin",2024-07-08,-0.8,"REP","Online Panel",617
"841",50,"Echelon Insights","Nevada",2024-07-08,-0.8,"REP","Online Panel",402
"842",45,"Echelon Insights","Nevada",2024-07-08,-0.8,"REP","Online Panel",402
"843",44,"Pew","National",2024-07-07,-0.4,"REP","Probability Panel",7729
"844",50,"Pew","National",2024-07-07,-0.4,"REP","Probability Panel",7729
"845",39,"Virginia Commonwealth U.","Virginia",2024-07-03,-0.1,"REP","Live Phone",809
"846",38.6,"Virginia Commonwealth U.","Virginia",2024-07-03,-0.1,"REP","Live Phone",755
"847",40,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",892
"848",39,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",892
"849",43,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",892
"850",40,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",892
"851",41,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",892
"852",40,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",892
"853",42,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",892
"854",36,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",1070
"855",39,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",1070
"856",35,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",1070
"857",38,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",1070
"858",37,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",1070
"859",38,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",1070
"860",37,"Ipsos","National",2024-07-02,-0.9,"REP","Probability Panel",1070
"861",42,"YouGov","National",2024-07-02,-1.1,"REP","Online Panel",1392
"862",50,"YouGov","National",2024-07-02,-1.1,"REP","Online Panel",2815
"863",44,"YouGov","National",2024-07-02,-1.1,"REP","Online Panel",2815
"864",49,"Siena/NYT","National",2024-07-02,-1.5,"REP","Live Phone",1532
"865",40,"Siena/NYT","National",2024-07-02,-1.5,"REP","Live Phone",1532
"866",49,"Siena/NYT","National",2024-07-02,-1.5,"REP","Live Phone",1532
"867",42,"Siena/NYT","National",2024-07-02,-1.5,"REP","Live Phone",1532
"868",30,"PPIC","California",2024-07-02,-0.4,"REP","Probability Panel",1261
"869",44,"YouGov","National",2024-07-01,-1.1,"REP","Online Panel",1176
"870",45,"YouGov","National",2024-07-01,-1.1,"REP","Online Panel",1176
"871",47,"YouGov","National",2024-07-01,-1.1,"REP","Online Panel",1176
"872",49,"University of Houston/Texas Southern University","Texas",2024-07-01,-0.3,"REP","Online Panel",1484
"873",41.4,"Suffolk","National",2024-06-30,-1,"REP","Live Phone",1000
"874",49,"CNN/SSRS","National",2024-06-30,-0.6,"REP","Probability Panel",1274
"875",41,"CNN/SSRS","National",2024-06-30,-0.6,"REP","Probability Panel",1274
"876",47,"CNN/SSRS","National",2024-06-30,-0.6,"REP","Probability Panel",1274
"877",48,"CNN/SSRS","National",2024-06-30,-0.6,"REP","Probability Panel",1274
"878",47,"CNN/SSRS","National",2024-06-30,-0.6,"REP","Probability Panel",1274
"879",47,"CNN/SSRS","National",2024-06-30,-0.6,"REP","Probability Panel",1274
"880",44,"St. Anselm","New Hampshire",2024-06-29,-0.5,"REP","Text-to-Web",1746
"881",45,"SurveyUSA","National",2024-06-28,-1.3,"REP","Online Panel",2315
"882",48,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"883",48,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"884",46,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"885",47,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"886",46,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"887",47,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"888",46,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"889",46,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"890",46,"Data for Progress","National",2024-06-28,-1.2,"REP","Online Panel",1011
"891",45,"Leger","National",2024-06-28,0,"REP","Online Panel",841
"892",45.5,"AtlasIntel","National",2024-06-28,-0.8,"REP","Online Ad",1634
"893",42,"YouGov","National",2024-06-25,-1.1,"REP","Online Panel",1406
"894",48,"Siena/NYT","National",2024-06-25,-1.5,"REP","Live Phone",1226
"895",48,"Siena/NYT","National",2024-06-25,-1.5,"REP","Live Phone",1226
"896",39,"Siena/NYT","National",2024-06-25,-1.5,"REP","Live Phone",1226
"897",40,"Siena/NYT","National",2024-06-25,-1.5,"REP","Live Phone",1226
"898",41,"Leger","National",2024-06-24,0,"REP","Online Panel",878
"899",38,"Leger","National",2024-06-24,0,"REP","Online Panel",878
"900",49,"Quinnipiac","National",2024-06-24,-0.5,"REP","Live Phone",1405
"901",43,"Quinnipiac","National",2024-06-24,-0.5,"REP","Live Phone",1405
"902",41.9,"YouGov","National",2024-06-24,-1.1,"REP","Online Panel",2750
"903",50,"YouGov","National",2024-06-21,-1.1,"REP","Online Panel",1878
"904",50,"Marquette Law School","Wisconsin",2024-06-20,-1.1,"REP","Live Phone/Email",871
"905",49,"Marquette Law School","Wisconsin",2024-06-20,-1.1,"REP","Live Phone/Email",784
"906",43,"Marquette Law School","Wisconsin",2024-06-20,-1.1,"REP","Live Phone/Email",871
"907",44,"Marquette Law School","Wisconsin",2024-06-20,-1.1,"REP","Live Phone/Email",784
"908",42.7,"U. Georgia SPIA","Georgia",2024-06-20,-0.2,"REP","Live Phone",1000
